RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3148023,There are basically no restaurants or hotels directly in the beach so it look wild and is peaceful. It's a great place to go for relax.,5, October 2018
3148024,"With the temperature in the high twenties, humidity in the 70s, warm water and quiet, clean beaches, the northern end of Karol Beach is ideal in the early morning. The many Russian families with young children bear testimony to the calm, safe conditions that can prevail. We have breakfast early (before 7h30), then head down in the coolness of the morning. As most businesses only open at 9 or 10, the beach, like the village, is very peaceful before 10. Ideal for a beach stroll to the southern end and refreshing dips along the way should you need it.",5, October 2018
3148025,"This is a near 'pristine' beach. We visited both Kata and  Karon beach and have to say Karon was much quieter than Kata beach, although it could have been just a coincidence. The beach was pretty clean and the sand was lovely. Compared to Patong Beach, I would say Karon beach trumps. Would definitely go back",5, August 2018
3148027,"Lovely beach, lots of activities available. Beautiful sunsets, makes for a good photo opportunity. Could have more bins.",5, October 2018
3148028,Thai best tailor in karon beach phuket is Tony and Raj at malla tailors very friendly and helpful great experience,5, October 2018
3148031,"This beach is perfect for a long early morning walk.   It’s a lot better then kata beach and cleaner. Best time is to walk at 6am before it gets hot and busy.The local government need to put more bins and ensure regular cleaning,Tourists need to also be respectful and thrown rubbish away in bins or take back to hotel to dispose of.",5, October 2018
3148032,"very nice and long gold beach ,with a lot of restaurants in front of the beach,you can see a lot of   people in beach  .when you walking on the sand ,you can hear snow sounds under your walking,,",4, July 2018
3148035,"Karon beach was disappointing for the simple fact that it was very dirty. Not sure where the trash comes from, I am assuming from being washed up on shore. Nonetheless, it was a challenge to find a “good” spot to lay down as I didn’t feel comfortable surrounded by so much garbage.Has potential to be a great beach, but I’d be hard pressed to find anyone who would argue Karon beach is clean.",2, October 2018
3148042,"Firstly I am spoiled with some beautiful striden beaches where I live, however karon Beach is a pleasant stretch of Beach which is scattered with palm trees and other local trees.There are areas with seating and umbrellas and the water is a constant warm temperature.As the sun goes down you can get some spectacular photographs of some beautiful sunsets.",3, October 2018
3148043,Ideal for walks and swimming. Water sports also done in the central and end section but plenty of area for any type of activity,5, October 2018
3148044,"This beach is polluted. There are plastic bottles / plastic bags / sigarette buds everywhere and a lot of trash washes up by the tides. It was really disheartening to see this (and people were adding to it by leaving their trash on the beach). Lots of activities to do (for a price of course) like banana boat, jetski, parasailing, etc. There are also vendors but they don't really push you to buy something.",3, October 2018
3148046,Definitely one of the more quiet beach optios in Phuket. Plenty of restaurants and markets as well as a children's play area with swings and slides. Many salons offering Thai massage and mani-pedis. Parasailing available from the beach.,5, October 2018
3148047,"Love Phuket, but most of all love Karon beach people around are so friendly too. Definitely come back again",5, October 2018
3148048,"Estuvimos alojados en Karon Beach, pero nuestra estancia no era para pasar días de playa, sino para disfrutar de Phuket y sus alrededores. La playa es bonita, amplia (2,5 kilómetros de longitud) pero con el hándicap de que casi siempre tiene unas condiciones de baño complicadas…",3, July 2018
3148053,nice beach full of activities Parasailing lots people swimming  sunbathing  just need to swim between flags,4, October 2018
3148054,"The beach is nice, easy to walk to shops, restaurants, massages etc. Chairs and umbrellas available...I think for a cost.",5, October 2018
3148055,No one to disturb you trying to sell stuff. Work your tan just loke the rest of the mini crowd and absolutely clean beach.,5, October 2018
3148057,Karon beach is quiet and peaceful. Not a lot of people around at this time of year. Some great food places and massage places Altho many not willing to barter on price. Not sure if because it was low season. 400 baht one way to Patong which eats into your budget if you want to go there often,4, October 2018
3148062,We popped by for awhile in the late morning and early afternoon and it was packed. Karon was one of the popular beaches in Phuket but certainly better than Patong beach in many levels. We went back again during sunset and it was beautiful.,4, September 2018
3148065,Nice place to go for beach swimming as the sea is flat unlike other beach in Phuket. And the beach is so long. Along the way there are many restaurants by the beach.,5, October 2018
3148066,"I spent two weeks at Karon Beach, staying at Best Western. It's a beautiful time of year, the monsoon season has finished with just a few days of clouds and tropical showers and many beautiful sunny days at the perfect temperature. There are many good places to eat, the Temple Market to visit, the big Buddha is close by.The beach itself is beautiful with many nationalities enjoying the sun and Para Gliding from the sand. Swim between the flags as there are many rips that occur quickly as the sand banks change.",4, September 2018
3148067,"Karon beach is underrated by many. Beautiful white sand beach that stretches for kilometers. Popular during June, July, and August. Good restaurants and markets. Watersports for great views.",4, September 2018
3148069,"A beautiful beach with lots of activities for all ages.  The water is pristine and the beach is clear of plastics and pollutions.Usual Thai sellers of massage, henna, braids and beer available. Really worth going to.",4, September 2018
3148070,"The beach was lovely, but I got bitten or stung by something, all over my chest and tummy.I broke out in an irritating, nasty rash the next day.",4, September 2018
3148071,"Dirty full of rubbish,  very disappointing. Would not go again. The town wasn't mucn better either, dirty place.",1, September 2018
3148072,Beautiful beach in Karon. The beach is very well kept and clean. Many shops and restaurants within walking distance.,5, August 2018
3148073,"This is easily the best beach we went to on our trip. Clean, well looked after, and didn't have 300 boats crowding the water. We didn't have to swim in designated blocks either. Highly recommend this!",5, May 2018
3148074,"We stayed across the road and I tried to swim st beach daily.The Beach is clean with fine sand and the water was clean ad well.It had lifeguards with swim areas that were clearly marked with flags, but I chose to swim outside the flags without any problems. A nice beach away from the crowds of Patong beach.Also had pay for use beach chairs.",5, September 2018
3148076,"We stayed in Kata but went to Karon beach many times , just like Kata beach they are clean and worth the walk",5, August 2018
3148078,"I stayed at Mandarava Resort and Spa. I bit far from shopping area - 15 mins walk!! to the city of Karon Beach.  Good though after massive food.Nice beach. Something stung me when I swam at the beach.  It is a bit annoying.Lots of local food, and BBQ my favourite!",5, September 2018
3148079,One of Phuket's nicer beaches.Popular with Russians.I enjoyed swimming here every day. Easy access and it even had an outdoor exercise area. It had lifesavers patrolling the beach but I had reservations if they were qualified.Jetskiing and parasailing are on offer. The beach & ocean was clean unlike with many beaches in Asia today.,4, September 2018
3148081,Had a WONDERFUL day here today. Not too crowded. Nice clean beach. Vendors renting lounges for about $3 US each including umbrella. Cold drinks nearby. Massage ladies here were fantastic!  1 hour massage for 400 Baht ($12 US)  definitely recommend.,5, September 2018
3148084,"Had a great time relaxing and sightseeing, Karon beach is a good spot with plenty of restaraunts, shopping and bars.Easy access to a lot of tourist things. great area to stay.",4, September 2018
3148085,I did my morning beach runs here and it was a beautiful beach! Enjoyed it very much. Amazing statue and very close to where I was staying in Kata,5, September 2018
3148086,"Karon Beach Area is a lovely spot, with lots of markets and restaurants, everything is in walking distance, great holiday spot",5, September 2018
3148089,"Karon Beach is a beautiful area, and is a lot quieter than it's neighbouring Patong.Huge selection of hotels and restaurants. Great for the family.",5, September 2018
3148090,Karon Beach is quieter than Patong.  The red flags are up this time of year due to rough seas which can quickly change for the worse when rain fronts come through.  Did not see any lifeguards on duty which didn't worry some from taking a dip.,4, September 2018
3148091,Love the beach at karon as compared to Patong or Kata. Much quiet for a beach holiday. Sand is clean and make sure you book hotels opposite beach so is easier to access the beach,4, September 2018
3148093,"Karon Beach is typically not as popular as Kata Beach, for example, because of the rip tides and the fact that it is a lot rougher. However, if a not-so-busy beach is your thing and you prefer to bodysurf a few waves rather than swim at a beach where there is hardly any movement in the water, then Karon Beach is your spot!More than enough life guards on duty who keep a close and active eye on bathers, blowing their whistles when anyone drifts outside of the flags.It was our favourite beach at Phuket.",4, September 2018
3148096,"My husband and I while walking along the beach front shops of Karon was pulled aside by a man with a stall selling clothing and the back of his shop lead out to a dam where you can go with your child or self and catch and release fish.The entrance was very ordinary, I would say work in progress. We were asked to follow further and were shown tanks with large fish in them that are in the dam you could possibly catch.Then handed a brochure no business name anywhere or signs as such which I have taken a photo of. Photos of Fathers and son holding caught fish.Map on the back and phone number on front.Needing a lot of work maybe good if desperate to fish on a budget.Worth a visit if you have children Definately not as glamorous as the flyer.But share just the same.",2, September 2018
3148097,"I would recommend staying here if you want a quiet beach holiday, enough going on to keep me happy, not as crazy as Patong beach by any means.  The sand and swimming are great.",5, May 2018
3148102,Great Indian restaurant in Phuket town just off Bangla roadGreat variety of Indian dishes with a great taste and low price.  Pleasant customer service who are willing to cook to your taste like excluding onion and garlic of their dishes to make them for Jain Indian eating.,5, August 2018
3148103,My husband and I are staying in a resort hotel across the road Karon Beach. Karon Beach has a long expand of beach with the usual umbrellas etc. Good for swimming or just flexing out. Approx 20 mins by car to Patong. A more relaxed and friendly atmosphere. We are active senior travellers.,4, September 2018
3148104,Quieter side of Phuket but ideal for holiday. We really enjoyed our stay - people are super friendly. Great for people wanting a beach resort holiday. Highly geared for tourists. Suggest you look for the bars/food stalls etc off the beaten track.,5, September 2018
3148105,We arrived from krabi by mini van .. they asked for extra mony to drop us at the hotel and when we refused the drop us at the karon center .. tuk tuk and taxi advantage coz of the luggage ..  and they raised the price they asked for 200 baht for two minutes drive to hotel ..,2, September 2018
3148106,Karon is nice. not as crowed as Patong. still it has rubbish everywhere on beach as it is wet season. warning if riding scooter - make sure you have internstional drivers licence and wearing helmet as you will be pulled over by police. if u dont have licence and helmet u will be fined. also be prepared for bag search.,4, September 2018
3148108,We have been to Thailand several times and always choose to stay at Karon Beach as it is not the hustle and bustle like Patong is. The beach is not over crowded plenty of room and an pleasant walk. Only have to cross the road for shopping and places to eat also there are places along the beach area to rest and enjoy the view.,5, April 2018
3148112,"we were just on the beach a couple of times but it is really nice,you have to rent your sunbed(a couple of pound) and bring your own towel but we found it worth while you do get bothered by street vender,s but a polite no is enough,you can only swim in between certain flags because of the tidal current but it is patrolled at all times by lifeguards",5, August 2018
3148114,"The worst thing that happened to Karon Beach in recent years was the removal of the beach chairs and umbrellas, this left beach goers with no shelter and removed a basic reason to go to the beach, There is nothing more pleasant than lounging on a sunlounge under an umbrella, and an occasional dip in the tepid tropical waters. Karon beach is fabulous, fine wide sand turquoise water and it is never crowded as it is so long. However the beach chairs are back, In my estimation they were gone for about 3 years, but at the end of August 2018 they were there.. For 100b around $4 AUD or $3 USD you get to use one for all day, I believe karon is one of the better beaches in the world and it is a personal favorite of mine. The water is clean, the foreshore is not too bad although not totally pristine and it is easy to access.",5, August 2018
3148115,Even had massages on the beach! Plenty to do but not so good for swimming. Windsurfing was flat out with 3 boats going all the time,5, August 2018
3148116,The town of Karon is geared for tourists and we were there in low season. We headed to Kata beach for some quiet but were touted constantly whilst there. There's great night markets on Tuesday and Friday nights with food stalls and loads of everything else.,2, September 2018
3148117,"Relatively nice beach. Cleaner and less crowded than Patong beach. Less peddlers harassing you by selling items.Along the stretch of beach, the other side of the road is lined with stores selling food and items, as well as resorts.",4, August 2018
3148118,"We initially went at low tide near the Patak road huge round about and the beach was ok however in August you cannot really swim in this beach as there are too many rips. So it was just nice for the kids to make sand castles.Then one day on the way back from Dino Mini Golf at the other end of the beach we decided to walk along the entire beach and noticed that it was just awful at high tide.  There was so much rubbish washed onto the beach that we have never seen anything like this before.   There were hundreds of the following; lighters, broken flip flops, tiny bits of plastic, styrofoam, straws, timber etc.  And at high tide trying to avoid this rubble passing through my feet as the tide came in at noon was disgusting.If the Thailand government are keen on keeping its tourism industry intact it should pay to clean up this beach!  We will be trying a new tropical country next year.",2, August 2018
3148120,"Very Nice beach, with some waves and a lot of people. Some garbage laying around though, which should have been cleaned up before everything ends in the Ocean.",3, March 2018
3148124,"Karon beach lovely place, lots and lots of places to eat and shop. People are friendly but a little pushy to sell their goods",5, August 2018
3148126,"A nice, long sandy beach but there are only a few fast food makers and something else. (In Kata beach there are more.) In the water something pinch in the water...maybe jelly fish",3, March 2018
3148127,"Took a tuk tuk from patong which is 400 Bhat each way , 2 sumloungers 100 Bhat each and chilled for a few hours , had a nice relaxing day plenty of restaurants and shops around",4, August 2018
3148129,"Any Portuguese beach and far superior to karon, the hotels do not have beds of beach nor bars, the beach is dirty and full of people to propose taxis or other businesses. If you are in a good resort as was my case (Hotel Mövenpick Resort & Spa Karon Beach...a Eden in Karon Beach) do not leave the Hotel, get yourself by the pool the beach is not worth it. Karon is only a good base for tours to the Phi Phi Islands and James Bond Island  from ( 1h from the Marina but the tours pick you up in Hotel for free). Phuket can have good beaches, Karon is not one of them ... if you like a quieter, clean beach go to Khao Lak or to the lesser known islands as Phi Phi are full of people. See @magdabolinhas or youtube Magda Bolinhas video and you have some idea",2, August 2018
3148130,"Nice surf beach. Patrolled swimming areas. Waves and rips a plenty. Opportunity to jet ski, para sail and banana boat. Rent umbrellas and lounges for 200bt   Hawkers selling ice creams, corn, clothes and trinkets. Across the road is Karon which offers plenty of food options , pharmacies, groceries and stalls. A nice way to spend the day or there are some shadytrees",4, August 2018
3148136,We visited the beach in the day and night with the family. It’s August so almost their winter season the tied is a little rough and the waves will move you about quite a bit. The sand is golden and lovely to walk on.,5, August 2018
3148140,Staying  at Beyond  Resort Karon. On Monday afternoon  while  enjoying  the  pool  area  we had  the most  horrific sight  of watching  a unfortunate tourist  be swept  out to  see and drowning. Local  life  guards  to their  credit  tried  to reach  this poor  man  but  with  limited  resources  and  dangerous  surf failed .Please  be careful  as this a Dangerous  beach.,4, August 2018
3148141,The beach was OK but seemed a bit dilapidated. Not much going on there with no parasailing or surfboards or boogie boards for hire.,3, August 2018
3148143,"Karon Beach is long and covered in golden sand. Perfectly blue water and palm trees. It looks like the perfect beach. It is a very clean beach.Karon sand is very course so be prepared. Make sure you swim through the flags. The beach front, before you get onto the beach, isn't as clean so stick to the proper walk ways. There is exercise equipment along the foreshore.One thing I will warn you about is the guys on motor bikes who pull up and try to engage you in conversation, they seem nice but they are trying to get you to a time share presentation. They will give you a card and you will win something, old story. At the end of our trip we just had fun with them and numbered them, on one walk six different guys tried to talk to us we just laughed and said ""you are number six"" they are usually dressed in white shirts and ride mopeds. Very easy to spot. Be nice but don't fall for it.",4, August 2018
3148144,"I am stay in the karon beach Grand sunset resort, which opposite karon beach.when i went is Aug 18. the wave on the beach is strong, a lot of tourist are dare not to play in the beach. But the water is blue ,weather is nice with sunny, and good view for sunset. In the weekend i went, the beach activity is off, but when Monday is on , the activity such as jet ski, volley ball, parasail,and so on.",5, August 2018
3148145,I loved this beach husband a daughter had a go on the jet ski they loved it. Lovely calm sea and really warm price of sunbeds a little expensive but worth it to keep shaded as was roasting hot. Missing this beach as visited 2 years running will return really soon,5, May 2018
3148148,"For such a beautiful location the beach I’m sorry to say was the most polluted iv ever seen , fishing nets , micro plastic all over the beach and coming in with every wave , one day there were big blobs of crude oil , all the way down the beach , another day we counted 30+ dead puffer fish very sad",1, August 2018
3148149,"If you are in Karon Beach for the evening I recommend a stop off at the Sutin bar , on the main road , live music every night .and as always the girls are very friendly .",5, July 2018
3148150,I visited in monsoon season. The sea was quite rough. There was a small designated swim area where the lifeguards were on top form.  The waves were so much fun.  The beach was always quite quiet in my opinion. Extremely clean with restaurants and bars a couple of minutes away.  Vendors not pushy. I loved it.,5, August 2018
3148155,"We thoroughly enjoyed our days spent lazing on this near 'pristine' beach. The beach was clean with clearly marked trashcans for tourists to dump their trash, ice cold drinks and ice cream can be bought from vendors operating along the beach and activities are abound for those that are into those sort of things. The beach has designated swimming areas that are strictly enforced by the lifeguards on duty we felt really safe waddling about the water and playing on the beach. Compared to Patong Beach, I would say Karon beach trumps.",5, August 2018
3148156,We visited in monsoon season so the sea had a lot of waves and no swim zones. However a lot of people were braving it. Kata beach was slightly less rough. A great beach though which is cleaned every morning. Nice for jogging and sunbathing.,4, August 2018
3148157,"Great beach, unfortunately during July/ August the tides are high.Less beach activities no swimming allowed as it too dangerous.",3, August 2018
3148161,This is a very nice beach that usually has very calm water which is usually quite warm. The beach chairs and umbrellas are a little bit expensive considering you are in Thailand. When we were there there were mostly Eastern Europeans that were very polite and courteous. The only time he got noisy is when people were taking off on the jet ski. Looking forward to go back again soon.,5, April 2018
3148166,Nicer beach than Patong not so crowed.Has nice sand and seems to be very clean.Just accross the road from shops and eating areas.,5, July 2018
3148167,"I was very disappointed at the filth on this beach. Washed up plastic, dirty beach with nobody cleaning up. Water was brown and it is a very busy beach.",3, July 2018
3148169,Went parasailing on the beach which was fantastic until you could see the sewage going into the ocean. Turned us off and we stuck to the hotel pool.,3, July 2018
3148170,Beach was a short walk from our hotel.  We paid 200 baht for 2 chairs and an umbrella plenty of room for the 7 of us to sit on.  The sand and water was lovely and it was nice to relax there. You do get the occasional person selling things but once you say no they politely leave.  There are restaurants opposite so nice place to visit.,5, June 2018
3148171,"This was our first visit to Phuket and we were excited to be staying so close to the beach however we were very disappointed.    The beach itself would be beautiful if tidied up,  the rubbish is unbelievable.  We picked up handfuls each time we walked along but the rubbish bins were very few and far between which won’t be helping the situation.  Twice we picked up large chunks of broken glass, if someone had stood on it they would have been in trouble.  We did not swim at the beach due to the mess.  Such a shame the local hotels/resorts and government who are benefitting from tourists dollars don’t pitch in and clean up.  I’d rather pay a little more to stay there if it helped in cleaning up the space, such a beautiful place it seems a waste not to mention the poor sea life!",1, July 2018
3148174,Very nice beach side area; great hotels and restaurants. People are lovely and the beach is way less crowded than some others (that may be different in high season). Close to many popular tourist sightseeing areas.,5, July 2018
3148176,"Relaxing, away from the madness of Patong. Beach umbrellas and chairs are set up, beachgoers can hire an umbrella and 2 chairs at 200 baht for the day. Vendors walk around selling ice cream, corn on the cob, beach garb, but are not persistent. Lifeguards on duty. Little fish easily spotted swimming close to where the waves break. Jetskis for hire available, as well as parasailing.Seafood restaurants just across the road, but no halaal options available. Most places serve alcohol, even those listed as halaal. On the beach, there are a few setups selling coconuts, drinks, etc. Worth a visit.",4, July 2018
3148178,"Pretty nice beach , with chairs and umbrellas for rent, lots of tour desks, shops, restaurants around with amazing fresh seafood. You can find anything you might forget here from sunscreen to authentic souvenirs, pharmacies with their local cosmetics, I bought a lot))) Nice and quiet compared with busy Patong beach",4, July 2018
3148180,Good for families and cheaper than Patong. Not far by Tuk Tuk to other places. Water at the beach was nice and warm and no one hassling you,4, July 2018
3148182,We are staying in Karon at the moment. We have been here a week and not once has the beach been swimmable. It is nice from a distance but a heavy shore break. There is not a lot to do unless you have a nice pool to sit around so its worth ensuring your resort has that.,3, July 2018
3148186,Nice beach.too waves for swim for small kids Charged to use table and  chairsNice view and will come back,1, July 2018
3148187,"This beach has plenty of reasonable priced deck chairs and umbrellas,the beach is very clean,but whilst on our holiday,rainy season I think,strong winds and tides created damaged palm trees and debris all over,as we were leaving,it appeared that all the debris was being piled up ready for collection.many bars and restaurants within 60yds..",5, June 2018
3148189,Lots of rubbish on the beaches just made it look and feel dirty. Lots of water activities for the thrill seekers.,3, July 2018
3148190,Plenty of white sand to walk upon & much less crowded than other beaches surrounding it. Has a variety of shops nearby & plenty of food options. Well worth a look & a walk along.,4, July 2018
3148191,Very Sad to walk along this lovely Beach and see so much Rubbish and Plastic.The views from the Hotel were beautiful Though.,4, July 2018
3148192,When the rainy season arrives this beautiful beach can become very dangerous. We were here in May and June. In May it was a beautiful beach with lovely waves. A few days into June and the waves became very choppy and a lot more powerful and unpredictable.,5, June 2018
3148193,"The beach isn't overly high quality. Cleaner than Pattaya but as a beach 75% of Australian beaches are cleaner, have better surf life saving and better surfing. I didn't come all the way to Phuket to go to a beach. Byron Bay (Australia)  is only 3 hour's drive from me. The Gold Coast about the same. I did come here for what the beach brings with it. Asian beach culture. Asian beach towns and culture are totally different to any other beach cultures I've seen around the world. So don't come for the surf and sand here - fly to Australia for their beaches. Come here because the culture is unique, great entertainment and have a terrific atmosphere.",2, July 2018
3148195,Beautiful park next to the beach. Try the cold coconut drink- just delicious! The sea is rough with huge waves! Lovely to just walk on the beach. Watch for beautiful sunset.,5, July 2018
3148199,"Beautiful serene area, ocean view is amazing, great views its a definite must see its will leave you breathless.",5, June 2018
3148203,Nearest beach to Patong but away quieter and much more pristine in water colour. Enough waves to enjoy when swell is on. Beach break. Close proximity to Patong but none of the hustle and bustle if the quieter Phuket beach is what you’re after.,5, June 2018
3148207,Stayed at Novotel Phuket Karon and the beach was just opposite the hotel... The beach is not very crowded and while the cleanliness is good. You can also do water sports and there is a row of sun deck for you to tan if you want to. Restaurants and massage places is also near to the beach.,4, July 2018
3148208,"Another terrible beach, average in the low season, absolutely terrible during the high season, crowded of tourist and nothing special at all. Avoid",2, July 2018
3148209,"Came to Karon after visiting Kata Noi and Nai Harn, both very beautiful but different. Kata Noi and Nai Harn are smaller, and more private. Karon is longer and more populated. I liked that it was so long because I enjoy long walks on the beach.The main reason I came was to play volleyball. I didn't realize at first that 3 of the 4 courts were brought and set up by locals. Only one of them is permanently there and it's not a very high-quality net. The locals were reluctant to let me play, as they should've been because I'm an indoor player :) Don't expect to just jump on the court. Met some other young travelers that I played with too.After playing for a little, I watched the sunset, which was really pretty.There were people flying in the sky harnessed to parachutes, which looked fun. They were anchored in the ground, not being towed by boats. Not sure if this is still called parasailing.",5, June 2018
3148210,Best beach in Phuket is karon beach is so beautiful and amazing beach and a round the street alot of coffee and restaurants,5, July 2018
3148212,I have been to Thailand many times now and recommend Karon Beach for swimming and snorkeling.  Its clean and clear water offers an uninterrupted swimming experience.,5, May 2018
3148213,"Very good beach , clean and quiet place . Also can enjoy the activities like water sport and parasailing.",4, June 2018
3148214,Daha sakin patong beach e kiyasla. Ama sadece 20 tl ye patong beach e 24 saat erisim imkani. Taksiye ederim...,4, June 2018
3148216,"We stayed in Karon most of the time since it’s less busy than Patong. The Karon beach is not crowded so you can have some time to yourself just sit there and relax. If you stay in Karon area, I would recommend you to go there either in the morning or afternoon to just enjoy the sunshine and breeze at the beach to recharge yourself.️️ You can hire a chair or do some water activities, all up to you.",5, May 2018
3148217,We stayed at one of the hotels just on this beach during our phuket vacation. So we were on this beach every day during our 9 days vacation. You can take a lovely walk while enjoy any kind of water sports such as jet ski or parasailing. Or just have fun with the waves.,5, June 2018
3148219,We moved to Karon Beach after three days in Patong (Patong the town with a pong!) Here we stayed at the Andaman Seaview Hotel. This is a truly lovely hotel with the friendliest staff ever.The beach at Karon is amazing. 3.5km of fine white sand that squeaks when you walk on it. The sea is clean and warm and there are gentle swells even at high tide. We were able to bob around in the sea for hours on end.We hired loungers and an umbrella every day from one of the vendors who were also very friendly. We got to know the vendor quite well and he was amazing. Every day we would leave our towels and hotel basket at our lounger while we went to lunch. Everything was still there on our return. One day t started raining while we were at lunch and the vendor packed up our belongings and moved them under cover until we returned.We were at Karon out of season so it was not too crowded. Lots of families were on the beach which was nice to see.This is definitely a beach to return to.,5, May 2018
3148221,I'm sure this was amazing before people came along and ruined it with rubbish. Sea was  quite rough when we were there,3, June 2018
3148222,It's hard to surf here and it was pretty rough in June. It also had a lot of washed up rubbish along it that would be better if the locals focussed on removing the debris and not allowing it to wash back into the ocean,5, June 2018
3148223,"The beach is super peaceful and differently for people who enjoy peace. It is a great place to families and beautiful to be at, amazing way to spend your time and get the much needed me time",4, June 2018
3148224,Karon Beach is another best beaches on the western coastline of Phuket island. The place is good for sunbathing and water sports. The Massage parlour opposite the beaches are a must go.,4, May 2018
3148225,"We went during low season. High tide. Rent a pair of beach chairs. Enjoyed the view. Lovely beach with sports activities, parasailing, jet ski, on beach massage, as well as drink stall",5, June 2018
3148226,Nothing spectacular about this 3km long beach.You may get some beds for rent. Water is clean. Good for a swim if you don't want a super crowded beach.,4, June 2018
3148230,"Really sad to walk along this rubbish filled beach. I'm not sure where it comes from but the planet can not sustain people tipping there landfill into the ocean. Sand is golden colour, decent surf to swim in but we didn't swim in it properly as no lifeguards around and because of the rubbish.",2, June 2018
3148232,"Beautiful long golden sandy beach with plenty of shaded areas to relax under, very peaceful as not to many tourists.",4, May 2018
3148234,"We visited the Karon Beach area in early June, right at the start of the monsoon season. The sea was very rough every day due to offshore storms. An enormous amount of driftwood and trash floated ashore and despite the local community’s best effort to manage it, every day brought dozens more tree trunks and discarded fishing nets making swimming very dangerous. Pay attention to the signs on the beach. The locals told us that dozens of inexperienced tourists drown every year because they can’t read the currents. If there is a sign on the beach telling you not to enter the water, don’t!",3, June 2018
3148235,Beach was full of rubbish and wood from broken down trees.There is no way you could swim there. Beach was closed every day we were there. I'm guess it was because of the debris on the beach and in the water.,1, June 2018
3148238,This was our first experience with Thailand beach.  It was just perfect!  The water was a beautiful blue/green and very clean/clear.  I appreciated the little bit more of a quieter atmosphere than Patong Beach.,5, May 2018
3148239,"If you dont want the husstle and bustle of Patong then this is the place to stay. Juust 10min out of Patong. Lovely clean uncrowded beach, great restaurants and bars and massage parlours at reasonable prices.",5, June 2018
3148240,"If you're looking for a location to stay in Thailand, Karon Beach is my recommendation. Beautiful beach, shops & restaurants without the craziness you get in Patong. Everything you need is within walking distance - and Patong is only a 20 minute tuk-tuk ride away!!",5, June 2018
3148241,"if you looking for a bit quiet beach compared to Patong beach, i recommend you may choose this beach for swimming, taking a walk, sun stunning that you can easily spend a day time here, water is clear and clean, sands are small and white. Access the street, you can explore its market, a lot of food stalls, retail shops, message and convenient shops, everything  you need that you can find there.",5, June 2018
3148242,Karon Beach is a gem of a find. Away from the hustle and bustle of Patong but only a short cab ride away. A good walk to Kata beach and lots to see on the way through. We found lots of places to eat and have a nice cold beer. Karon beach is kept well and lifeguards are on duty. Definitely recommend a stay here. Especially at Beyond Resort Karon.,4, June 2018
3148243,There is rubbish all over the beach!Where is there a good beach in Phuket?Nice area but we were very disappointed in the beach. It was very dirty with rubbish everywhere the water was very rough was hoping for a nice day and a swim.,1, June 2018
3148244,"It is a very nice beach; way much better than Patong! The beach/sea water has layers of blue as well! People behave way more classier and decent at the Karon Beach area. Also, it is bustling with so many restaurants!",4, April 2018
3148245,"It is fantastic !!! The beach was just opposite our resort barely 2 min walk so we visited it in the evening briefly but one can spend close to 3-4 hrs. here. The sand is clean and so is the water ,there are also other activities during the day but it is for certain timings only as we went late in the evening it was all closed.One can enjoy a swim and relax .Plenty of restaurants are available just across this beach but vegetarians have few choices .A little further up there are shops where one can shop for jewellery ,clothes etcetc.",4, April 2018
3148248,We stayed at Karon Sea Sands Resort which was awesome and cheeeeeeaaaaap! Karon Beach is across the road and was beautiful! Don't wear expensive sunnies in the waves though because they will 100% get lost (like mine) due to the strong tides. Although thankfully there was a dude with 600 pairs on his head that strolls down the beach selling them and were super cheap. Will definitely recommend staying in Karon and seeing this beach,5, April 2018
3148249,"We have returned for a second time and will be returning again in the future. This beach is by far the best, in our opinion, kept clean and not too crowded. We just love the local area for walking along the beach and the nearby shopping. Great area for singles and families. Good choice of accommodation nearby.",4, April 2018
3148253,The water is something you see only on the movies. Spectacular! Lots of banana chairs and umbrellas. It is a very open long beach that is semi busy. Activities are alive on the beach as with any other beach around.,5, June 2018
3148256,"Karon beach was located right opposite side of our hotel so we used to go there quite often. Beach is nice and clear with lot of beach shacks on the beach.loved the huge coconuts their, didn't find food cheap though. It would cost almost same to eat here or at any good diner so we avoided it. Activities like parasailing and jetskiing are available at reasonable prices.",3, May 2018
3148257,"lovely view from top of the hill, very relaxing, can take pictures with live eagle bird, easy parking, good spot for picnic lovers and kids to play",5, May 2018
3148259,Nice beach area in Phuket.  The sand is funny here - it squeaks when you walk on it!  Huge beach area for laying out and some shady spots too.  Restaurants & shops nearby.,4, May 2018
3148261,Karon area is good with some international chain properties along with good choices of food and beach activities.,4, January 2018
3148262,"Another which sand beach, you can enjoy the big waves there. Other than normal swimming behaviors.....There are people playing parachute with speed boat. Also there are ""models"" take photos. I am not sure whether they are professional or not.",4, May 2018
3148263,The beach appear to be relatively clean and it looks like the locals pay a lot of attention to keep it that way. However once is a while you might see something floating in the water. Be aware of sudden rips that might pull an innocent swimmer out - don;t panic. Let the current carry you out and then swim parallel to the beach where it is calm and come back ashore preserving as much energy as possible.,4, May 2018
3148264,"We were staying at the Village Hotel and Spa, which was quite close to the beach area.  Nice sandy beach - busy because of Songkran with lots of local Thais.  Saw a large coach party enjoying parasailing.  Lovely sunsets.  A strip of bars/restaurants opposite the beach, near a lake.",4, April 2018
3148266,Nice beach. Not as in you face as Patong and more family friendly. I like the food stalls in the area. The temple market is great. Try the crickets and scorpions!,5, May 2018
